name,num_classes,classes_used,ratio,learning_rate,mean_0,variance_0,mean_10,variance_10,mean_20,variance_20,mean_30,variance_30,cap,mean_40,variance_40,mean_50,variance_50,normalization,other
normal,2.0,"(0, 1)","(1, 1)",0.0001,0.49473255,0.0181975271449724,0.7509180000000001,0.0046405847941999,0.81382585,0.0026474782955524,0.8418650000000001,0.00150224385815,,,,,,False,
normal,2.0,"(0, 1)","(1, 1)",1e-05,0.51974275,0.0062637706733625,0.59788305,0.0098907380284225,0.60611385,0.0096549654067524,0.6111022,0.01044409022786,,,,,,False,
ratio,2.0,"(0, 1)","(10, 1)",0.0001,0.4975008499999999,0.0060264023931524,0.6902638000000001,0.0074676049131599,0.7707308500000001,0.0038103581278025,0.8078974499999999,0.0023704603227225,,,,,,False,
ratio,2.0,"(0, 1)","(10, 1)",1e-05,0.5294968000000001,0.02142506309631,0.4903576999999999,0.01085149291101,0.5072265,0.01401535908625,0.52799195,0.0149139838668224,,,,,,False,
oversampled,2.0,"(0, 1)","(10, 1)",0.0001,0.51481275,0.0067766294203625,0.6258188,0.01382702029081,0.65884585,0.0184234199031525,0.6821733,0.0218508926604599,,,,,,False,
oversampled,2.0,"(0, 1)","(10, 1)",1e-05,0.53627355,0.0068260506855224,0.6397399,0.00603232638759,0.65049345,0.0089454930567724,0.6651314500000001,0.0100043187214225,,,,,,False,
undersampled,2.0,"(0, 1)","(10, 1)",0.0001,0.51602005,0.0065639452518225,0.5559299000000001,0.0106128725984399,0.5525592500000001,0.0103175458280625,0.5696139500000001,0.0094095042355725,,,,,,False,
undersampled,2.0,"(0, 1)","(10, 1)",1e-05,0.4554621499999999,0.0098810042566525,0.5417542500000001,0.0057102982544624,0.5433596,0.00487018597989,0.55068195,0.0065226328515224,,,,,,False,
focal_loss,2.0,"(0, 1)","(10, 1)",0.0001,0.4865751,0.0055645924786399,0.4774671,0.00710266636134,0.5307674500000001,0.0063782693257725,0.5655528999999999,0.00678441418424,,,,,,False,
focal_loss,2.0,"(0, 1)","(10, 1)",1e-05,0.5376822000000001,0.01278915974556,0.5388641999999999,0.00540962790196,0.4743665499999999,0.0083021618676224,0.4589527,0.00710152491241,,,,,,False,
oversampled,2.0,"(0, 1)","(100, 1)",0.0001,0.4956582,0.0106091445315099,0.6941254,0.00694037849889,0.74229575,0.0061940084046125,0.76365375,0.0054939083676124,,,,,,False,
oversampled,2.0,"(0, 1)","(100, 1)",1e-05,0.4996610999999998,0.01129525804449,0.61287305,0.0063143223526725,0.6294363,0.0080090676815099,0.6455356000000001,0.00808889792114,,,,,,False,
undersampled,2.0,"(0, 1)","(100, 1)",0.0001,0.5038307,0.0064639437179099,0.501014,0.0078286749008,0.4920932499999999,0.0043651237404125,0.4907663,0.0027883420618099,,,,,,False,
undersampled,2.0,"(0, 1)","(100, 1)",1e-05,0.4906308,0.0139725419528099,0.5447677,0.0077645254042099,0.5606261,0.00743850389229,0.5634582000000001,0.0065419425879599,,,,,,False,
focal_loss,2.0,"(0, 1)","(100, 1)",0.0001,0.48786455,0.0131969050386225,0.48976655,0.0034181235874725,0.4768309999999999,0.0032912367275999,0.4693563,0.0035722110127599,,,,,,False,
focal_loss,2.0,"(0, 1)","(100, 1)",1e-05,0.5627338500000001,0.0091479948441025,0.5789992500000001,0.0080845244624624,0.57163645,0.0098966991859224,0.56787185,0.0102297084445024,,,,,,False,
ratio,3.0,"(0, 3, 1)","(20, 2, 1)",0.0001,0.49914115,0.0010684681581649,0.50428845,0.0002240169327225,0.50725445,8.76761241225002e-05,0.508203475,0.0001501842551431,,,,,,False,
ratio,3.0,"(0, 3, 1)","(20, 2, 1)",1e-05,0.5046932,0.0006937830115224,0.5039709250000001,7.31960512631245e-05,0.503208575,3.528988763812498e-05,0.50267375,2.378120652500005e-05,,,,,,False,
oversampled,3.0,"(0, 3, 1)","(20, 2, 1)",0.0001,0.4968560000000001,0.0007447709173375,0.518779275,0.0032863637511056,0.5215867750000001,0.0046508688300431,0.5326736,0.0059024195583024,,,,,,False,
oversampled,3.0,"(0, 3, 1)","(20, 2, 1)",1e-05,0.5157956749999999,0.0016883278003506,0.5157727750000001,0.0020239161597056,0.5146951,0.001567073327165,0.516567875,0.0016118168457406,,,,,,False,
undersampled,3.0,"(0, 3, 1)","(20, 2, 1)",0.0001,0.51636945,0.001773467025985,0.50648665,0.0037018215824774,0.503224975,0.0019493566367681,0.5042806,0.0015736563829774,,,,,,False,
undersampled,3.0,"(0, 3, 1)","(20, 2, 1)",1e-05,0.501074675,8.668389290062564e-05,0.5113207249999999,0.0024093495633556,0.5026117250000001,0.0055500018972556,0.4988829499999999,0.0064327199678974,,,,,,False,
weighted,3.0,"(0, 3, 1)","(20, 2, 1)",0.0001,0.499741475,0.0006670818345806,0.514506375,0.0005186343278031,0.515024375,0.0006277949723781,0.52363205,0.00137745164716,,,,,,False,
weighted,3.0,"(0, 3, 1)","(20, 2, 1)",1e-05,0.4899213999999999,0.0008701045071899,0.5558096749999999,0.0065507305845506,0.5481735249999999,0.0044686738306431,0.543338675,0.0037756308867881,,,,,,False,
focal_loss,3.0,"(0, 3, 1)","(20, 2, 1)",0.0001,0.473442325,0.0021487887580756,0.504971875,5.567319025312513e-05,0.502525325,2.570374000624986e-06,0.501649975,1.802645030625045e-06,,,,,,False,
focal_loss,3.0,"(0, 3, 1)","(20, 2, 1)",1e-05,0.5171614000000001,0.0014796015481025,0.5326682250000001,0.0007833877033056,0.5216097749999999,0.0003628841961556,0.5163029750000001,0.0001685721954556,,,,,,False,
ratio,3.0,"(0, 3, 1)","(20, 2, 1)",0.001,0.4945522999999999,0.0002908757247975,0.50080005,9.60195022499987e-07,0.5001,9.000000000000018e-08,0.500225,4.556249999999897e-07,,,,,,False,
oversampled,3.0,"(0, 3, 1)","(20, 2, 1)",0.001,0.5070116250000001,0.0006726999419281,0.5171724,0.0106050358587775,0.6107052000000001,0.0110721530029849,0.6406400999999999,0.0059437320376525,,,,,,False,
undersampled,3.0,"(0, 3, 1)","(20, 2, 1)",0.001,0.5033227749999999,0.0006037076521431,0.497578975,0.0003931926498431,0.4927037749999999,0.0006438613507681,0.497631175,0.0006076706855006,,,,,,False,
weighted,3.0,"(0, 3, 1)","(20, 2, 1)",0.001,0.4940852250000001,0.0001606904991681,0.4997143249999999,0.0001877967863256,0.5058250249999999,0.0002323558686056,0.514149575,0.0011028412432131,,,,,,False,
focal_loss,3.0,"(0, 3, 1)","(20, 2, 1)",0.001,0.4899123749999999,0.0002709424148156,0.5001,2.7499999999993933e-08,0.5000249999999999,5.624999999998761e-09,0.5000249999999999,5.624999999998761e-09,,,,,,False,
ratio,2.0,"(0, 1)","(10, 1)",0.001,0.5014271499999998,0.0132006293695024,0.8240102,0.0115116504797599,0.8587996500000001,0.0126781280150024,0.8661630499999999,0.0137205324901225,,,,,,False,
triplet_loss,2.0,"(0, 1)","(1, 1)","(1e-07, 0.001)",0.50387825,1.2889895062500125e-05,0.5067565,6.601562500000801e-07,0.5072469999999999,9.734399999998689e-08,0.507244,9.609999999998573e-08,,0.508227,1.6770250000001197e-06,0.508227,1.6718489999999705e-06,False,
triplet_loss,2.0,"(0, 1)","(1, 1)","(1e-07, 0.01)",0.3876735,1.2891690250000372e-05,0.5002497499999999,6.262506250000371e-08,0.49950025,2.492505624999512e-07,0.49975025,6.262506250001761e-08,,0.498503,9.96003999999998e-07,0.498503,2.2425062500001213e-06,False,
normal,2.0,"(0, 1)","(1, 1)",0.0005,0.49473255,0.0181975271449724,0.8670901499999999,0.0008905699704525,0.8946612500000001,0.0001194788479624,0.90395595,0.0001086268365725,,,,,,False,
normal,2.0,"(0, 1)","(1, 1)",0.001,0.51974275,0.0062637706733625,0.78139675,0.0234502219855125,0.7744599,0.03264435640609,0.7913480500000001,0.0364083812910725,,,,,,False,
oversampled,2.0,"(0, 1)","(100, 1)",0.001,0.4993932499999999,0.0159392794042125,0.74206575,0.0197182228348125,0.81498205,0.0041093501652725,0.8046735,0.0047229428776499,,,,,,False,
oversampled,2.0,"(0, 1)","(100, 1)",0.005,0.51414115,0.0094525968273524,0.6448930500000001,0.0095485985232224,0.6549465,0.00926397270425,0.66315185,0.0075339675078024,,,,,,False,
triplet_loss,2.0,"(0, 1)","(1, 1)","(1e-06, 0.0005)",0.5755523333333333,0.0067562126495555,0.5157851666666667,0.0004436028007222,0.7099721666666667,0.0258352145010555,0.7513468333333333,0.0306188293200555,,0.7661461666666667,0.0365258477550555,0.8773533333333333,0.0019645864357222,False,
triplet_loss,2.0,"(0, 1)","(1, 1)","(1e-07, 0.0001)",0.3958746666666666,0.0011663273182222,0.8253588333333334,0.0006147498733888,0.8532878333333334,0.0003344479423888,0.8718279999999999,0.0002389140994999,,0.8806633333333335,0.0001071241527222,0.8857311666666666,0.0001290152907222,False,
triplet_loss,2.0,"(0, 1)","(1, 1)","(1e-07, 1e-05)",0.6258043333333334,0.0013576653342222,0.6536605,0.0002509158344999,0.6803613333333334,0.0005525811190555,0.7056278333333333,0.0002539721783888,,0.7232006666666667,0.0003245074402222,0.7403784999999999,0.0004965446704999,False,
triplet_loss,2.0,"(0, 1)","(1, 1)","(1e-07, 5e-05)",0.542266,0.0076876324181666,0.6992978333333334,0.0158038470917222,0.7524795000000001,0.0069387306404999,0.7958828333333333,0.0026523487495555,,0.8196608333333333,0.0014868975900555,0.8398361666666666,0.0008398735427222,False,
triplet_loss,2.0,"(0, 1)","(1, 1)","(5e-07, 5e-05)",0.5495023333333333,0.0053397394308888,0.4996663333333333,4.7697819555555576e-05,0.4995041666666666,2.589555072222182e-05,0.4993343333333333,2.797974538888845e-05,,0.4999961666666666,2.2980044055555364e-05,0.5003278333333333,1.0965738722222386e-05,False,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.001,0.46055075,0.0098484197150624,0.8172545999999998,0.0024740848150899,0.837025,0.00034352346115,0.82528505,0.0042853973377725,,1.0,,,,False,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.0005,0.4911051,0.01024325300184,0.8235451000000001,0.0003893497445399,0.8333769,0.00029400330674,0.81220795,0.0031815306898225,1.0,,,,,False,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.0001,0.47842775,0.0039331429881625,0.7798460500000001,0.0008125990048224,0.81211335,0.0004350206912525,0.82571475,0.0003345239863124,1.0,,,,,False,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.001,0.49157465,0.0119752460172025,0.79777185,0.0110449366535524,0.8207377000000001,0.01156382363401,0.8050854,0.01240752845539,10.0,,,,,False,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.0005,0.5226679,0.0165036997452399,0.8353768,0.0009158646702599,0.8527137,0.0004307729038599,0.8379181000000001,0.00198627046804,10.0,,,,,False,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.0001,0.4609728,0.00734453854271,0.7648159000000001,0.01044867404434,0.7812299999999999,0.01195789823635,0.7864956999999999,0.01439259821621,10.0,,,,,False,
weighted,2.0,"(0, 1)","(100, 1)",0.001,0.50601015,0.0107262940500024,0.6116658000000001,0.02816727747716,0.6118732500000001,0.0289069139851125,0.61155995,0.0287899951165725,,,,,,False,
weighted,2.0,"(0, 1)","(100, 1)",0.0001,0.53325535,0.0149597955638024,0.59232135,0.0129520566120024,0.6428948999999999,0.02098263458394,0.6515893,0.02348251461061,,,,,,False,
ratio,2.0,"(0, 1)","(100, 1)",0.001,0.49716515,0.0111768582353025,0.6821857,0.00373520926841,0.75396495,0.0019565102892224,0.7759347,0.0028196880426099,,,,,,False,
ratio,2.0,"(0, 1)","(100, 1)",0.0001,0.4911499999999999,0.0102311201959999,0.5623386,0.0049812288190399,0.5850534,0.0037063238766899,0.6101005,0.0032769204476,,,,,,False,
ratio,2.0,"(0, 1)","(100, 1)",0.0005,0.55853915,0.0086659738824025,0.6504328500000001,0.0054702594215025,0.70956185,0.0052715578912024,0.7403386999999999,0.00495012807916,,,,,,False,
ratio,2.0,"(0, 1)","(100, 1)",0.005,0.49991575,0.0129714285759124,0.74831895,0.0012653944022725,0.8086144,0.0013740251834399,0.8244614499999999,0.0014513956308225,,,,,,False,
cosine_distance_capped_smote_triplet_loss,2.0,"(0, 1)","(100, 1)","(1e-07, 0.0001)",0.4928573333333333,0.0128042867042222,0.7973064999999999,0.0007813591984999,0.8048448333333335,0.0015449478967222,0.8245490000000001,0.0005513370906666,5.0,0.8238548333333333,0.0005305479483888,0.8254663333333334,0.0008115958110555,,
smote,2.0,"(0, 1)","(10, 1)",0.005,0.49473255,0.0181975271449724,0.63731345,0.0217306917951224,0.6637782,0.02736916281741,0.6561410500000001,0.0256772905017725,,,,,,False,
smote,2.0,"(0, 1)","(10, 1)",0.0001,0.51974275,0.0062637706733625,0.7056574500000001,0.0136685384274225,0.7551284,0.0146247236884899,0.7841329,0.0126480959447899,,,,,,False,
smote,2.0,"(0, 1)","(10, 1)",0.001,0.52285355,0.0110365757207225,0.8186038,0.00509499975826,0.8548244,0.00305710637459,0.87059365,0.0014258253027024,,,,,,False,
cosine_distance_capped_smote,2.0,"(0, 1)","(10, 1)",0.001,0.49157465,0.0119752460172025,0.7839845,0.0188557940146999,0.8193230999999999,0.01209882592584,0.8013212,0.01369584779536,5.0,,,,,False,
cosine_distance_capped_smote,2.0,"(0, 1)","(10, 1)",0.0005,0.5226679,0.0165036997452399,0.8211962500000001,0.0119078999330625,0.8299511500000001,0.0122912154590525,0.7992133500000002,0.0144924854396524,5.0,,,,,False,
cosine_distance_capped_smote,2.0,"(0, 1)","(10, 1)",0.0001,0.4609728,0.00734453854271,0.7748153,0.0090872714473599,0.7909741,0.00982053089029,0.8000584500000001,0.0106057658961725,5.0,,,,,False,
undersampled_smote,2.0,"(0, 1)","(100, 1)",0.0001,0.4954180999999999,0.00905567931404,0.4796859500000001,0.0059178296385225,0.5007172000000001,0.00567695312456,0.53376365,0.0055695846489025,,,,,,False,
undersampled_smote,2.0,"(0, 1)","(100, 1)",0.001,0.55226025,0.0211357058495125,0.665462,0.00394754761565,0.71342125,0.0011550448813624,0.733541,0.0025517498307999,,,,,,False,
triplet_loss_capped_smote,2.0,"(0, 1)","(100, 1)",0.001,0.53510295,0.0109290237529725,0.8478044,0.0006879259009399,0.827829,0.0023349608998999,0.82765945,0.0013210121232725,1.0,,,,,False,
triplet_loss_capped_smote,2.0,"(0, 1)","(100, 1)",0.0005,0.43184445,0.0135092355781725,0.73404835,0.0209296264368525,0.7720432000000002,0.01952888636936,0.7786550999999999,0.0197822913027399,1.0,,,,,False,
triplet_loss_capped_smote,2.0,"(0, 1)","(100, 1)",0.0001,0.5191262,0.00891632029271,0.7522068500000001,0.0088390826817025,0.79241245,0.0063333047912724,0.8267656499999999,0.0008461020817024,,,,,,False,
triplet_loss_capped_smote,2.0,"(0, 1)","(100, 1)",0.001,0.4936494999999999,0.0077183226542,0.8235054500000001,0.0010576326902225,0.8173922999999998,0.0036368959863599,0.83222975,0.0015662335282625,5.0,,,,,False,
triplet_loss_capped_smote,2.0,"(0, 1)","(100, 1)",0.0005,0.4915032,0.0142243333938099,0.82288865,0.0011614607221024,0.8350762999999999,0.0006127009334599,0.8245730000000002,0.0013016777013499,5.0,,,,,False,
triplet_loss_capped_smote,2.0,"(0, 1)","(100, 1)",0.0001,0.4974164,0.0089876457948399,0.6681435,0.0155846380187,0.7026742,0.01887906185196,0.7197168500000001,0.0217694998498025,5.0,,,,,False,
normal,2.0,"(0, 1)","(1, 1)",0.05,0.52554415,0.0185328792957025,0.9314455000000004,3.521474444999986e-05,0.9406091,1.393074329000006e-05,0.94700925,1.020114246250002e-05,,,,,,True,
normal,2.0,"(0, 1)","(1, 1)",0.01,0.5866838000000001,0.0045521008137599,0.9080262,2.234674136000037e-05,0.92333645,4.148718892249978e-05,0.9309912,3.310311255999978e-05,,,,,,True,
normal,2.0,"(0, 1)","(1, 1)",0.001,0.4824742000000001,0.01765718854501,0.7859906999999999,0.00027754176596,0.8177521500000001,0.0002339892238025,0.8515009000000001,0.00023128393969,,,,,,True,
normal,2.0,"(0, 1)","(1, 1)",0.0005,0.53432035,0.0138975580254524,0.7798257999999999,0.00047478397581,0.79152085,0.0002204547370025,0.8035524000000001,9.386045963999932e-05,,,,,,True,
ratio,2.0,"(0, 1)","(100, 1)",0.05,0.4589424,0.01430737215474,0.776017,0.0001471329142,0.80481765,8.271109440249988e-05,0.8203081000000001,0.0001717510118399,,,,,,True,
ratio,2.0,"(0, 1)","(100, 1)",0.01,0.43413525,0.0181686970843125,0.70607865,4.661919305249968e-05,0.7343543499999998,5.140631660249997e-05,0.7560939499999999,5.728806992250029e-05,,,,,,True,
ratio,2.0,"(0, 1)","(100, 1)",0.001,0.47879445,0.0052941212451225,0.5491922499999999,0.0022844308353625,0.6115373999999999,0.0005941833236399,0.6433005999999999,0.0003162994448399,,,,,,True,
ratio,2.0,"(0, 1)","(100, 1)",0.0005,0.5231297,0.0161254409281599,0.5537107000000001,0.01019742510636,0.5918888000000001,0.00309395382101,0.6143672,0.00107868177676,,,,,,True,
ratio,2.0,"(0, 1)","(100, 1)",0.005,0.4743140999999999,0.0121472320552399,0.6705875499999999,0.0003249865075224,0.69940235,0.0001680318974025,0.7160268500000001,0.0001274630018024,,,,,,True,
oversampled,2.0,"(0, 1)","(100, 1)",0.05,0.50864135,0.0153129783415024,0.80272725,0.0007600198945625,0.7709608,0.0007073413379099,0.7688229999999999,0.0006854297473999,,,,,,True,
oversampled,2.0,"(0, 1)","(100, 1)",0.01,0.51905625,0.0161813135573125,0.8603459999999998,0.000362584874,0.8163826000000001,0.0012304156436399,0.7981772000000001,0.0018641365183599,,,,,,True,
oversampled,2.0,"(0, 1)","(100, 1)",0.001,0.46617915,0.0226273760248524,0.77945565,0.0002769642471025,0.8083496,0.0001653384952399,0.8355019,0.0001496392582899,,,,,,True,
oversampled,2.0,"(0, 1)","(100, 1)",0.005,0.488564,0.0180990469575499,0.8582345,0.00012669561605,0.8621654,9.983610164000092e-05,0.8482979,0.0002145027586899,,,,,,True,
oversampled,2.0,"(0, 1)","(100, 1)",0.0001,0.54384315,0.0174957199926525,0.6664222999999999,0.00802396702901,0.7427183000000002,0.0023884887151599,0.7755747,0.00125495130781,,,,,,True,
undersampled,2.0,"(0, 1)","(100, 1)",0.05,0.4240543,0.0068675193149099,0.72274555,0.0019730986054225,0.7693273500000002,0.0001738222677025,0.7911414999999999,0.0001872896704,,,,,,True,
undersampled,2.0,"(0, 1)","(100, 1)",0.01,0.5494086499999999,0.0097859971577025,0.614425,0.0060813968906,0.65712295,0.0028292844294724,0.6871693000000001,0.00135327514336,,,,,,True,
undersampled,2.0,"(0, 1)","(100, 1)",0.001,0.4484185500000001,0.0188883504019225,0.4531807,0.0186119786121599,0.45978315,0.0178642375893025,0.46578605,0.0161229481756724,,,,,,True,
undersampled,2.0,"(0, 1)","(100, 1)",0.005,0.52433655,0.0134615015630224,0.5614442999999999,0.0085111444586599,0.58877205,0.0069854788083724,0.6127442,0.00648304418446,,,,,,True,
undersampled,2.0,"(0, 1)","(100, 1)",0.0001,0.47966195,0.0107200493056724,0.4808149,0.01073230462904,0.4816855,0.0107434408235999,0.4827839499999999,0.0107696956665225,,,,,,True,
weighted,2.0,"(0, 1)","(100, 1)",0.05,0.4809309,0.03243688657449,0.53078855,0.0036419048615225,0.53302895,0.0036673804691224,0.5055168,0.0001341245611599,,,,,,True,
weighted,2.0,"(0, 1)","(100, 1)",0.01,0.50772835,0.0147963481678524,0.8498090999999999,0.0003702374780899,0.8565388500000001,0.0001246303384025,0.8574023499999999,0.0004307705092024,,,,,,True,
weighted,2.0,"(0, 1)","(100, 1)",0.005,0.5017536,0.00689209089714,0.8509901,0.00016684808929,0.8653142,0.0001545085717599,0.8619280500000001,0.0003760774698224,,,,,,True,
weighted,2.0,"(0, 1)","(100, 1)",0.001,0.5133889,0.0099383484054899,0.7949610999999999,0.0004288546888899,0.817984,0.0001249776403999,0.83940535,0.0001642815395024,,,,,,True,
weighted,2.0,"(0, 1)","(100, 1)",0.0005,0.5005579,0.01253842625014,0.7794524999999999,0.0003624673890499,0.7905034500000001,0.0001283677435224,0.8034404,0.0001122501925899,,,,,,True,
smote,2.0,"(0, 1)","(100, 1)",0.01,0.60081345,0.0083304741308225,0.8631152,0.0023350696781599,0.8877938000000001,0.0001614489085599,0.8779014,0.00019698209064,,,,,,True,
smote,2.0,"(0, 1)","(100, 1)",0.005,0.5143452000000001,0.01184400040251,0.87292235,0.0001010140734025,0.8941796999999998,7.949806260999988e-05,0.8867533000000002,0.0001556024438099,,,,,,True,
smote,2.0,"(0, 1)","(100, 1)",0.001,0.4842975500000001,0.0109267007907225,0.7746861,0.00015893333454,0.8099206999999999,0.0002168225059599,0.8454900499999999,0.0001187432232725,,,,,,True,
smote,2.0,"(0, 1)","(100, 1)",0.0001,0.5259919,0.02061230487149,0.6591972,0.01190655945641,0.7125997500000001,0.0078193235372125,0.7303271,0.00557749997724,,,,,,True,
distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.05,0.4940896,0.0062129832688399,0.87926465,0.0014674699940024,0.8913444,0.00010684052284,0.8627089499999998,0.0017985954203224,10.0,,,,,True,
distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.01,0.4589023499999999,0.0138007832879025,0.8756316500000001,0.0024205501636025,0.8917630000000001,0.0003457102623999,0.8916092000000001,0.00014968770936,10.0,,,,,True,
distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.001,0.47789045,0.0219816049983725,0.78081535,0.0002722917172024,0.8221031999999999,0.0001794889077599,0.8548814,9.33491188899996e-05,10.0,,,,,True,
distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.0005,0.4909364500000001,0.0134230336935725,0.7796294999999999,0.0004225561253999,0.7871465499999999,0.0001554614978225,0.7987987,9.632807761000072e-05,10.0,,,,,True,
distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.0001,0.4744481,0.0176685091920399,0.61754645,0.0123659697649725,0.69880945,0.0047594354299724,0.7418672500000001,0.0018931696590124,10.0,,,,,True,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.05,0.45494045,0.0150598423256725,0.87994085,0.0030304217602024,0.8850323999999998,0.00096752495244,0.8527757999999999,0.0025595776105099,1.0,,,,,True,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.01,0.4607851,0.0139917709194899,0.8941939999999999,9.798386820000024e-05,0.8536815499999999,0.0080524927364225,0.8935112999999999,9.79091468099996e-05,1.0,,,,,True,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.001,0.4803594,0.01379133846214,0.78945035,0.0002596458354024,0.8246367500000001,0.0002930370777625,0.85223175,0.0001877460905624,1.0,,,,,True,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.0005,0.4441056999999999,0.0144532260498599,0.7685565,0.0011399205076,0.7853225,0.0002589529552499,0.8042142499999999,0.0002435292339625,1.0,,,,,True,
cosine_distance_capped_smote,2.0,"(0, 1)","(100, 1)",0.0001,0.4409226499999999,0.0124039317637524,0.6393529,0.0112408583671899,0.7309984000000002,0.00267686336449,0.7640717499999999,0.0008981151570124,1.0,,,,,True,
